price,title,url,typology,location,area_m2
1000,"Apartamento T1 na Rua dos Sapadores, 117 C, Graça, São Vicente",https://www.idealista.pt/imovel/34827366/,T1,"Rua dos Sapadores, 117 C, Graça, São Vicente",30
1000,"Apartamento T1 na Rua Carlos Ribeiro, 17, Centro, Penha de França",https://www.idealista.pt/imovel/33183013/,T1,"Rua Carlos Ribeiro, 17, Centro, Penha de França",58
1800,"Apartamento T1 na Rua da Escola de Medicina Veterinária, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/imovel/34827255/,T1,"Rua da Escola de Medicina Veterinária, Estefânia, São Jorge de Arroios, Arroios",71
1100,"Apartamento T1 na Rua da Bela Vista à Graça, 31, Santa Engrácia, São Vicente",https://www.idealista.pt/imovel/34827218/,T1,"Rua da Bela Vista à Graça, 31, Santa Engrácia, São Vicente",70
1500,"Apartamento T1 na Avenida Afonso Costa, 18, Casal Vistoso, Areeiro",https://www.idealista.pt/imovel/34827153/,T1,"Avenida Afonso Costa, 18, Casal Vistoso, Areeiro",52
1365,"Apartamento T1 na Rua do Meio à Lapa, Lapa, Estrela",https://www.idealista.pt/imovel/34827082/,T1,"Rua do Meio à Lapa, Lapa, Estrela",10
1250,"Apartamento T1 na Rua Paz à Ajuda, 8, Calçada da Ajuda - Belém, Ajuda",https://www.idealista.pt/imovel/34826998/,T1,"Rua Paz à Ajuda, 8, Calçada da Ajuda - Belém, Ajuda",40
1450,"Apartamento T1 na Travessa das Parreiras, 6, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/imovel/34826847/,T1,"Travessa das Parreiras, 6, Campo de Santana - Santa Marta, Santo António",35
1300,"Apartamento T1 na Rua Braamcamp Freire, s/n, Alto de São João - Alto do Varejão, Penha de França",https://www.idealista.pt/imovel/34826943/,T1,"Rua Braamcamp Freire, s/n, Alto de São João - Alto do Varejão, Penha de França",40
1000,"Apartamento T1 na Rua Carvalho Araújo, s/n, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/imovel/34826942/,T1,"Rua Carvalho Araújo, s/n, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",40
1900,"Apartamento T1 na Estrada do Calhariz de Benfica, 196, Fonte Nova -  Calhariz, Benfica",https://www.idealista.pt/imovel/34826907/,T1,"Estrada do Calhariz de Benfica, 196, Fonte Nova -  Calhariz, Benfica",55
1500,"Apartamento T1,  Calçada da Ajuda, 88, Centro de Belém, Belém",https://www.idealista.pt/imovel/34824175/,T1,,104
1350,"Apartamento T1 na Rua Martin Luther King, 9, Santa Clara, Lisboa",https://www.idealista.pt/imovel/34826147/,T1,"Rua Martin Luther King, 9, Santa Clara, Lisboa",79
