price,title,url,typology,location,area_m2
1650,"Apartamento T1 na Avenida Columbano Bordalo Pinheiro, 61, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34732572/,T1,"Avenida Columbano Bordalo Pinheiro, 61, Praça de Espanha - Sete Rios, Campolide",52
1300,"Apartamento T2 na Rua de Campolide, Nova Campolide, Campolide",https://www.idealista.pt/imovel/34798053/,T2,"Rua de Campolide, Nova Campolide, Campolide",71
2000,"Apartamento T4 na Rua Dom Carlos de Mascarenhas, 115, Centro, Campolide",https://www.idealista.pt/imovel/34524587/,T4,"Rua Dom Carlos de Mascarenhas, 115, Centro, Campolide",140
2000,"Apartamento T1 na Rua Soares dos Reis, s/n, Centro, Campolide",https://www.idealista.pt/imovel/34731079/,T1,"Rua Soares dos Reis, s/n, Centro, Campolide",140
2000,"Apartamento T1 em Centro, Campolide",https://www.idealista.pt/imovel/34848683/,T1,,62
1850,"Apartamento T1 na Rua Professor Sousa da Câmara, 128, Centro, Campolide",https://www.idealista.pt/imovel/34800314/,T1,"Rua Professor Sousa da Câmara, 128, Centro, Campolide",56
1450,"Apartamento T1 na Rua de Campolide, 161, Centro, Campolide",https://www.idealista.pt/imovel/34027955/,T1,"Rua de Campolide, 161, Centro, Campolide",72
1000,"Apartamento T1 na Rua Arco do Carvalhão, 35, Centro, Campolide",https://www.idealista.pt/imovel/33018222/,T1,"Rua Arco do Carvalhão, 35, Centro, Campolide",50
2000,"Penthouse na Rua Basílio Teles, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/33058403/,,"Rua Basílio Teles, Praça de Espanha - Sete Rios, Campolide",76
2875,"Apartamento T4 na Rua Marquês de Fronteira, s/n, Nova Campolide, Campolide",https://www.idealista.pt/imovel/34809126/,T4,"Rua Marquês de Fronteira, s/n, Nova Campolide, Campolide",205
1350,"Apartamento T1 na Rua Basílio Teles, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/30495092/,T1,"Rua Basílio Teles, Praça de Espanha - Sete Rios, Campolide",61
1400,"Apartamento T2 na Rua Conde Antas, Centro, Campolide",https://www.idealista.pt/imovel/31507670/,T2,"Rua Conde Antas, Centro, Campolide",71
