price,title,url,typology,area_m2,location
2800,"Apartamento T3 na Rua Sá de Miranda, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/34692683/,T3,144,"Rua Sá de Miranda, Alto de Santo Amaro, Alcântara"
3850,"Apartamento T3,  Calçada Santo Amaro, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/34778942/,T3,193,
4200,"Apartamento T2 na Rua José Maria Rodrigues, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/34649853/,T2,207,"Rua José Maria Rodrigues, Alto de Santo Amaro, Alcântara"
1600,"Apartamento T2,  Escadinhas Santo Amaro, s/n, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/34757655/,T2,95,
3570,"Apartamento T2 na Rua dos Lusíadas, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/32702437/,T2,103,"Rua dos Lusíadas, Alto de Santo Amaro, Alcântara"
2440,"Apartamento T2,  Calçada da Tapada, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/imovel/33006359/,T2,96,
4190,"Apartamento T2 na Travessa da Praia, Junqueira, Alcântara",https://www.idealista.pt/imovel/32924167/,T2,85,"Travessa da Praia, Junqueira, Alcântara"
1800,"Apartamento T2,  Pátio do Rabaça, Largo do Calvário - Lx Factory, Alcântara",https://www.idealista.pt/imovel/34629994/,T2,83,
2540,"Apartamento T2 na Rua José Dias Coelho, Largo do Calvário - Lx Factory, Alcântara",https://www.idealista.pt/imovel/33296992/,T2,83,"Rua José Dias Coelho, Largo do Calvário - Lx Factory, Alcântara"
3450,"Apartamento T2 na Rua de Cascais, Largo do Calvário - Lx Factory, Alcântara",https://www.idealista.pt/imovel/32643895/,T2,95,"Rua de Cascais, Largo do Calvário - Lx Factory, Alcântara"
1750,"Apartamento T3 na Rua de Alcântara, 17, Largo do Calvário - Lx Factory, Alcântara",https://www.idealista.pt/imovel/33932497/,T3,100,"Rua de Alcântara, 17, Largo do Calvário - Lx Factory, Alcântara"
1650,"Apartamento T2 na Rua Frei Bartolomeu dos Mártires, 5, Alto de Alcântara, Alcântara",https://www.idealista.pt/imovel/34538055/,T2,71,"Rua Frei Bartolomeu dos Mártires, 5, Alto de Alcântara, Alcântara"
