price,title,url,typology,location,area_m2
1800,"Apartamento T1 na Rua Coronel José Núncio, 17, Miraflores, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",https://www.idealista.pt/imovel/34776561/,T1,"Rua Coronel José Núncio, 17, Miraflores, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",72
1400,"Apartamento T1 em Algés, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",https://www.idealista.pt/imovel/34795613/,T1,,60
1850,"Apartamento T1 em Miraflores, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",https://www.idealista.pt/imovel/34749223/,T1,,63
1900,"Apartamento T1 em Alto da Barra, Oeiras e São Julião da Barra, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",https://www.idealista.pt/imovel/34763938/,T1,,43
990,"Apartamento T1 na Rua Inácio Duarte, 19, Nova Carnaxide, Carnaxide e Queijas",https://www.idealista.pt/imovel/34763270/,T1,"Rua Inácio Duarte, 19, Nova Carnaxide, Carnaxide e Queijas",58
1900,"Apartamento T1 na Rua do Abrunheiro, 6, Cacilhas, Oeiras e São Julião da Barra, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",https://www.idealista.pt/imovel/34272667/,T1,"Rua do Abrunheiro, 6, Cacilhas, Oeiras e São Julião da Barra, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",80
1100,"Apartamento T1 na Rua José Henriques Coelho, 6, Paço de Arcos, Paço de Arcos, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",https://www.idealista.pt/imovel/34773067/,T1,"Rua José Henriques Coelho, 6, Paço de Arcos, Paço de Arcos, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",36
1200,"Apartamento T1 na Avenida Combatentes da Grande Guerra, 102 b, Algés, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",https://www.idealista.pt/imovel/34705087/,T1,"Avenida Combatentes da Grande Guerra, 102 b, Algés, Algés - Linda-a-Velha - Cruz Quebrada - Dafundo",49
2200,"Apartamento T1 na Rua Costa Pinto, Paço de Arcos, Paço de Arcos, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",https://www.idealista.pt/imovel/34477885/,T1,"Rua Costa Pinto, Paço de Arcos, Paço de Arcos, Oeiras e São Julião da Barra - Paço de Arcos - Caxias",80
1150,"Apartamento T1 na Rua Mariano Pina, 5, Porto Salvo, Oeiras",https://www.idealista.pt/imovel/34719540/,T1,"Rua Mariano Pina, 5, Porto Salvo, Oeiras",95
